batchnum,hitid,hittypeid,title,description,keywords,reward,maxassignments,requesterannotation,assignmentdurationinseconds,autoapprovaldelayinseconds,expiration,numberofsimilarhits,lifetimeinseconds,assignmentid,assignmentstatus,requesterfeedback,worktimeinseconds,lifetimeapprovalrate,last30daysapprovalrate,last7daysapprovalrate,approve,reject,inputid,inputname,inputuniversity,inputdomain,inputdepts,inputfield,inputdupct,inputurl,answerothertxt,answerpagefound,answersrctype,answerurl,answerdeptmatch,answerfieldmatch,UTCflag,creationtime,accepttime,submittime,autoapprovaltime,approvaltime,rejectiontime,nassign,maxtotwt,maxavgwt,minhrrew,anonid
2127698,366FYU4PTGJQNYAJFDK34WT9VXFKEN,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:44 PDT 2015,,,3S96KQ6I9NYNLVK04USDNPT32JCTDM,Approved,,148,97% (35/36),97% (35/36),97% (35/36),,,22748,Ahmet Hoke,Johns Hopkins University,jhu.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1,,,1,2,http://neuroscience.jhu.edu/resources/directory/faculty,,,,1760785064000,18oct2015 11:14:18,18oct2015 11:16:46,1760793406000,1760786314000,,36,1872,52,9.6923075,21
2127766,3NQUW096N62KC81KS2GIRI5DT069L7,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:36 PDT 2015,,,38BQUHLA9XUACXL5L65HC5AACPSOMI,Approved,,27,99% (96/97),99% (96/97),99% (96/97),,,917,Lela Williams,Arizona State University,asu.edu,Social Welfare</li><li>Social Work,Social Work,1,https://asunews.asu.edu/20100416_undergradresearch,,,,,,1,,1760791116000,18oct2015 12:41:34,18oct2015 12:42:01,1760820121000,1760792328000,,61,2215,36.311474,5.9485331,21
2127766,3KL228NDMVGO7C6AL8AR4ZEL8DWKG6,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:48 PDT 2015,,,3DPNQGW4LM94J1QVF6JR9B7J5YG64J,Approved,,14,99% (96/97),99% (96/97),99% (96/97),,,62752,Barbara Henry,University of Washington,washington.edu,Slavic Languages and Literatures</li><li>Central Eurasian Studies</li><li>Slavic Languages and Literatures and Linguistics</li><li>Slavic and East European Languages and Literatures</li><li>Slavic Linguistics</li><li>Baltic and Slavic Languages and Literatures,Slavic Languages and Societies,1,http://slavic.washington.edu/people/barbara-henry,,,,,,1,,1760791128000,18oct2015 12:50:26,18oct2015 12:50:40,1760820640000,1760793066000,,61,2215,36.311474,5.9485331,21
2127766,3VADEH0UHCRS88CHT09GPUJNQYWPSW,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:43 PDT 2015,,,3PEIJLRY6UNTBITBQZY04G3UMVDXWP,Approved,,22,99% (96/97),99% (96/97),99% (96/97),,,54245,Tania Israel,University of California Santa Barbara,ucsb.edu,"Counseling and Personnel Services</li><li>Counseling, School and Educational Psychology</li><li>Counseling, Clinical and School Psychology</li><li>Counseling, Rehabilitation and Student Development</li><li>Education (Counseling Psychology)</li><li>Counseling, Higher Education and Special Education",Student Counseling and Personnel Services,1,http://mina.education.ucsb.edu/tisrael/,,,,,,1,,1760791123000,18oct2015 12:50:41,18oct2015 12:51:03,1760820663000,1760793248000,,61,2215,36.311474,5.9485331,21
2127766,3IZPORCT1F3OUCEGVY16QBC0I53HRV,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:36 PDT 2015,,,3ATPCQ38J94L4AGIUQOA55DCWI4YAL,Approved,,54,99% (96/97),99% (96/97),99% (96/97),,,33731,Beth Andrews,Northwestern University,northwestern.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://www.statistics.northwestern.edu/people/beth-andrews.html,,,,,,1,,1760791116000,18oct2015 12:53:25,18oct2015 12:54:19,1760820859000,1760793064000,,61,2215,36.311474,5.9485331,21
2127766,30U1YOGZGAQJJB9RORILP02YCFTSDL,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:40 PDT 2015,,,3OHYZ19UGDZ9AWCGO3FC3EFAI85OA0,Approved,,70,99% (96/97),99% (96/97),99% (96/97),,,8245,Stephannie Woolhandler,City University of New York,cuny.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Public-Health-(DPH)/Faculty-Bios/Stephanie-Woolhandler,,,,,,0,,1760791120000,18oct2015 12:51:30,18oct2015 12:52:40,1760820760000,1760792624000,,61,2215,36.311474,5.9485331,21
2127766,3CIS7GGG65D4QUFV9RO5AJ27XOFEUG,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:39 PDT 2015,,,39OWYR0EPLLG01XQ56A2J6O3TYHFYF,Approved,,634,99% (96/97),99% (96/97),99% (96/97),,,42444,Sarah Mustillo,Purdue University,purdue.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.purdue.edu/aging/documents/vita/SarahMustillo-2013.pdf,,,,,,1,,1760791119000,18oct2015 13:04:50,18oct2015 13:15:24,1760822124000,1760793538000,,61,2215,36.311474,5.9485331,21
2127698,3JMNNNO3B1YPNISKB785Q6EFL1Z2W0,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:51 PDT 2015,,,3VE8AYVF8NR1LV68S2C8KT010J78FN,Approved,,708,97% (35/36),97% (35/36),97% (35/36),,,22827,Brian Shwartz,Johns Hopkins University,jhu.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,0,,,,,,1760785071000,18oct2015 11:02:47,18oct2015 11:14:35,1760793275000,1760786279000,,36,1872,52,9.6923075,21
2127766,3KLL7H3EGDVGNJVX4I6GR8133BGHVO,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:38 PDT 2015,,,3IXQG4FA2USBMJD2SSWQ1Z4R5R4B94,Approved,,28,99% (96/97),99% (96/97),99% (96/97),,,5122,Paul L Richards,University of California Berkeley,berkeley.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,2,http://vcresearch.berkeley.edu/faculty/paul-l-richards,,,,,,1,,1760791118000,18oct2015 12:42:58,18oct2015 12:43:26,1760820206000,1760792327000,,61,2215,36.311474,5.9485331,21
2127698,3VEI3XUCZRRG7TC4EB9BZKER4WBPR6,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:38 PDT 2015,,,38F71OA9GUQG6K8CM3MRPB1WKOXMFQ,Approved,,425,97% (35/36),97% (35/36),97% (35/36),,,22854,Cherie Marvel,Johns Hopkins University,jhu.edu,Psychology</li>&nbsp;<li>Psychological Sciences</li>&nbsp;<li>Human Development and Family Studies</li>&nbsp;<li>Psychological and Quantitative Foundations</li>&nbsp;<li>Human Development</li>&nbsp;<li>Psychology and Neuroscience</li>&nbsp;<li>Cognitive Science</li>&nbsp;<li>Applied Psychology</li>&nbsp;<li>Counseling Psychology</li>&nbsp;<li>Clinical Psychology </li>&nbsp;<li>Child Psychology</li>&nbsp;<li>Comparative Human Development</li>&nbsp;<li>Child Development and Family Studies</li>&nbsp;<li>Psychological and Brain Sciences</li>&nbsp;<li>Family and Consumer Sciences Education and Studies</li>&nbsp;<li>Family and Child Sciences,Psychology,1,,Award Recipient list,1,5,http://web.jhu.edu/administration/provost/Archived%20Pages/Pura%20Archive/recipients2012,,,,1760785058000,18oct2015 11:20:52,18oct2015 11:27:57,1760794077000,1760787088000,,36,1872,52,9.6923075,21
2127698,3CVDZS288HUDJ0AIV0HP1R6DW3PMFC,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:36 PDT 2015,,,39L1G8WVWRLOUJ6U9M2R4AOWJNX13O,Approved,,11,97% (35/36),97% (35/36),97% (35/36),,,9992,Susan G Meadow,University of Chicago,uchicago.edu,Psychology</li>&nbsp;<li>Psychological Sciences</li>&nbsp;<li>Human Development and Family Studies</li>&nbsp;<li>Psychological and Quantitative Foundations</li>&nbsp;<li>Human Development</li>&nbsp;<li>Psychology and Neuroscience</li>&nbsp;<li>Cognitive Science</li>&nbsp;<li>Applied Psychology</li>&nbsp;<li>Counseling Psychology</li>&nbsp;<li>Clinical Psychology </li>&nbsp;<li>Child Psychology</li>&nbsp;<li>Comparative Human Development</li>&nbsp;<li>Child Development and Family Studies</li>&nbsp;<li>Psychological and Brain Sciences</li>&nbsp;<li>Family and Consumer Sciences Education and Studies</li>&nbsp;<li>Family and Child Sciences,Psychology,1,,,1,1,http://news.uchicago.edu/profile/susan-goldin-meadow,,,,1760785056000,18oct2015 11:12:59,18oct2015 11:13:10,1760793190000,1760786213000,,36,1872,52,9.6923075,21
2127766,3H6W48L9F4JLFPTQD5JHMJM8WBSPWB,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:46 PDT 2015,,,3GU1KF0O4JVWE6T99HSNNP46AVNBP0,Approved,,108,99% (96/97),99% (96/97),99% (96/97),,,22351,Robert Hollinger,Iowa State University,iastate.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://courses.elo.iastate.edu/PHIL/350/XA/2012/spring/overview,,,,,,99,,1760791126000,18oct2015 12:51:57,18oct2015 12:53:45,1760820825000,1760793062000,,61,2215,36.311474,5.9485331,21
2127766,3KI0JD2ZU1CYF4AKQ1CWO3WA8FT76L,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:46 PDT 2015,,,3M0NZ3JDP2SO3UE6VGZCB16SAY6Z56,Approved,,71,99% (96/97),99% (96/97),99% (96/97),,,21376,Cynthia N Fletcher,Iowa State University,iastate.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.extension.iastate.edu/author/cynthia-needles-fletcher,,,,,,0,,1760791126000,18oct2015 12:47:57,18oct2015 12:49:08,1760820548000,1760793066000,,61,2215,36.311474,5.9485331,21
2127766,3ZG552ORAMYC8TSFLX3944V1ESYV2K,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:24 PDT 2015,,,31Z0PCVWUL974MJQDHPRNXJ7G8GT70,Approved,,44,99% (96/97),99% (96/97),99% (96/97),,,66243,Gheorghe Craciun,University of Wisconsin Madison,wisc.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",2,http://www.math.wisc.edu/~craciun/,,,,,,1,,1760791104000,18oct2015 12:50:06,18oct2015 12:50:50,1760820650000,1760793255000,,61,2215,36.311474,5.9485331,21
2127766,34OWYT6U3WBIM7TE7ZJ5Z2DLCWCI92,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:49 PDT 2015,,,3KRVW3HTZOFPAPDYSNMQWAKB9EWSMK,Approved,,33,99% (96/97),99% (96/97),99% (96/97),,,28663,Dale Blyth,University of Minnesota,umn.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.cehd.umn.edu/ssw/people/profiles/BlythD.asp,,,,,,1,,1760791129000,18oct2015 12:43:17,18oct2015 12:43:50,1760820230000,1760792321000,,61,2215,36.311474,5.9485331,21
2127698,3PEG1BH7AELSGVYZ5MID3ONOS02KBN,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:43 PDT 2015,,,3BEFOD78W7N684BN2MQ8Y745VYNM41,Approved,,179,100% (1/1),100% (1/1),100% (1/1),,,57528,Anne Jones,University of North Carolina Chapel Hill,unc.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1,,,0,,,,,,1760785063000,18oct2015 11:04:09,18oct2015 11:07:08,1760792828000,1760785816000,,1,179,179,2.8156424,22
2127766,3Q9SPIIRWJGESLNOOM1KWOXDXPTAWH,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:44 PDT 2015,,,37FMASSAYDL4XK65WM23ES3UOHRBIN,Approved,,23,100% (1/1),100% (1/1),100% (1/1),,,17219,Anke Birkenmaier,Indiana University Bloomington,indiana.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,1,http://www.indiana.edu/~spanport/people/birkenmaier.shtml,,,,,,1,,1760791124000,18oct2015 12:43:37,18oct2015 12:44:00,1760820240000,1760792329000,,1,23,23,9.391304,23
2127698,3RBI0I35XEXIX5J3U84YUD4N2NYY35,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:54 PDT 2015,,,3FFJ6VRIL2I3DX3VY65EUB7BXDO0IK,Approved,,22,100% (21/21),100% (21/21),100% (21/21),,,65777,Brian Christens,University of Wisconsin Madison,wisc.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1,,,1,1,https://sohe.wisc.edu/staff/brian-christens,,,,1760785074000,18oct2015 11:10:35,18oct2015 11:10:57,1760793057000,1760785902000,,21,534,25.428572,19.820225,24
2127698,3QREJ3J433R4T4KBWZ77HRJT4UGKLA,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:50 PDT 2015,,,3N2BF7Y2VRO0KGZIHTARSWD9039MHN,Approved,,21,100% (21/21),100% (21/21),100% (21/21),,,28544,Charles Anderson,University of Minnesota,umn.edu,"Statistics</li>&nbsp;<li>Statistical Science</li>&nbsp;<li>Measurement, Statistics and Evaluation</li>&nbsp;<li>Statistics and Applied Probability</li>&nbsp;<li>Biostatistics - Public Health</li>&nbsp;<li>Survey Methodology</li>&nbsp;<li>Mathematical Statistics</li>&nbsp;<li>Measurement and Quantitative Methods</li>&nbsp;<li>Biostatistics and Public Health</li>&nbsp;<li>Biostatistics",Statistics and Probability,1,,,1,1,http://fwcb.cfans.umn.edu/personnel/charles-anderson,,,,1760785070000,18oct2015 11:06:21,18oct2015 11:06:42,1760792802000,1760785816000,,21,534,25.428572,19.820225,24
